"id","match_checksum","number","start_tick","start_frame","freeze_time_end_tick","freeze_time_end_frame","end_tick","end_frame","end_officially_tick","end_officially_frame","team_a_name","team_b_name","team_a_score","team_b_score","team_a_side","team_b_side","team_a_start_money","team_b_start_money","team_a_equipment_value","team_b_equipment_value","team_a_money_spent","team_b_money_spent","team_a_economy_type","team_b_economy_type","duration","end_reason","winner_name","winner_side","overtime_number"
166,"5cb8c0ec2d76bf",18,103292,108740,104572,110021,107216,112665,107216,112665,MINLATE,SAW,14,3,2,3,24550,17850,23400,17600,14950,16800,full,force-buy,58295,9,MINLATE,2,0
226,"3d509c234096d43a",1,7001,7402,8281,8753,12158,12831,12606,13299,SEMPERFI2,Hemmaplan,0,1,3,2,0,0,4350,4250,3550,3250,eco,eco,80559,9,Hemmaplan,2,0
227,"3d509c234096d43a",2,12606,13299,13886,14648,20380,21484,20828,21952,SEMPERFI2,Hemmaplan,0,2,3,2,11600,18800,12200,19950,11400,18650,force-buy,semi,121455,9,Hemmaplan,2,0
228,"3d509c234096d43a",3,20828,21952,22108,23302,25013,26358,25461,26826,SEMPERFI2,Hemmaplan,1,2,3,2,14450,17900,4750,23550,3900,14950,eco,full,65379,8,SEMPERFI2,3,0
229,"3d509c234096d43a",4,25461,26826,26741,28176,29148,30705,29596,31182,SEMPERFI2,Hemmaplan,2,2,3,2,29550,10250,31050,7550,18750,7550,full,semi,57559,8,SEMPERFI2,3,0
230,"3d509c234096d43a",5,31516,33202,32796,34543,38805,40872,39253,41341,SEMPERFI2,Hemmaplan,3,2,3,2,29400,13400,30150,3350,21900,3150,full,eco,113813,8,SEMPERFI2,3,0
231,"3d509c234096d43a",6,39253,41341,40533,42690,42651,44920,43099,45388,SEMPERFI2,Hemmaplan,4,2,3,2,26300,22250,31150,22600,4600,21600,full,full,53107,8,SEMPERFI2,3,0
232,"3d509c234096d43a",7,43099,45388,44379,46737,46123,48572,46571,49040,SEMPERFI2,Hemmaplan,5,2,3,2,40700,15750,31250,6400,12900,6400,full,semi,47246,8,SEMPERFI2,3,0
233,"3d509c234096d43a",8,46571,49040,47851,50390,50652,53333,51100,53810,SEMPERFI2,Hemmaplan,6,2,3,2,46800,26350,31650,25900,3200,24900,full,full,63702,8,SEMPERFI2,3,0
234,"3d509c234096d43a",9,51100,53810,52380,55150,54418,57298,54866,57766,SEMPERFI2,Hemmaplan,7,2,3,2,62400,18850,30750,7100,20550,7100,full,semi,51757,8,SEMPERFI2,3,0
235,"3d509c234096d43a",10,54866,57766,56146,59116,59728,62887,60176,63357,SEMPERFI2,Hemmaplan,8,2,3,2,60850,28750,31550,26250,4000,25250,full,full,75989,7,SEMPERFI2,3,0
236,"3d509c234096d43a",11,60176,63357,61456,64705,65070,68504,65518,68980,SEMPERFI2,Hemmaplan,9,2,3,2,74250,24500,31250,24600,20850,23300,full,full,76375,8,SEMPERFI2,3,0
237,"3d509c234096d43a",12,65518,68980,66798,70322,70374,74086,70918,74670,SEMPERFI2,Hemmaplan,10,2,3,2,69300,19400,31150,20200,32050,19200,full,full,75766,8,SEMPERFI2,3,0
238,"3d509c234096d43a",13,70918,74670,72614,76464,76930,81002,77378,81476,SEMPERFI2,Hemmaplan,11,2,2,3,4000,4000,4350,4000,3350,3200,pistol,pistol,93958,1,SEMPERFI2,2,0
239,"3d509c234096d43a",14,77378,81476,78658,82820,86974,91574,87422,92046,SEMPERFI2,Hemmaplan,12,2,2,3,19650,13050,20400,13200,19400,12600,full,force-buy,149841,9,SEMPERFI2,2,0
240,"3d509c234096d43a",15,87422,92046,88702,93392,90337,95111,90337,95111,SEMPERFI2,Hemmaplan,13,2,2,3,19850,15050,21100,16100,16200,15300,full,force-buy,45480,9,SEMPERFI2,2,0
241,"2dcf733686e46889",1,352,405,9726,10270,13910,14675,14358,15143,SINNERS ESPORT,Team Spirit,1,0,3,2,4000,4000,4400,4250,3400,3450,pistol,pistol,212035,7,SINNERS ESPORT,3,0
242,"2dcf733686e46889",2,14358,15143,15638,16494,21253,22400,21701,22875,SINNERS ESPORT,Team Spirit,2,0,3,2,21150,13950,23600,13200,20850,13300,full,force-buy,107830,8,SINNERS ESPORT,3,0
243,"2dcf733686e46889",3,21701,22875,22981,24218,29571,31156,30019,31628,SINNERS ESPORT,Team Spirit,3,0,3,2,19300,13250,28100,4000,14700,3800,full,eco,123045,7,SINNERS ESPORT,3,0
244,"2dcf733686e46889",4,30019,31628,31299,32975,38659,40721,39107,41189,SINNERS ESPORT,Team Spirit,4,0,3,2,25150,27850,30250,25300,15850,24600,full,full,135111,12,SINNERS ESPORT,3,0
245,"2dcf733686e46889",5,41296,43496,42576,44839,49325,51942,49773,52417,SINNERS ESPORT,Team Spirit,5,0,3,2,26800,13450,30650,22300,6400,13300,full,full,125497,7,SINNERS ESPORT,3,0
246,"2dcf733686e46889",6,49773,52417,51053,53761,58098,61175,58546,61647,SINNERS ESPORT,Team Spirit,5,1,3,2,40950,21050,30350,20900,13700,20200,full,full,130133,1,Team Spirit,2,0
247,"2dcf733686e46889",7,58546,61647,59826,62993,66913,70452,67361,70922,SINNERS ESPORT,Team Spirit,6,1,3,2,34250,19250,30350,23300,13100,5400,full,full,130831,7,SINNERS ESPORT,3,0
248,"2dcf733686e46889",8,69646,73326,70926,74676,79678,83886,80126,84358,SINNERS ESPORT,Team Spirit,6,2,3,2,41300,32250,30450,26750,15000,25750,full,full,156909,1,Team Spirit,2,0
249,"2dcf733686e46889",9,82420,86773,83700,88117,86736,91310,87184,91786,SINNERS ESPORT,Team Spirit,6,3,3,2,34750,25100,29400,27350,21850,16900,full,full,67414,9,Team Spirit,2,0
250,"2dcf733686e46889",10,87184,91786,88464,93129,96972,102087,97420,102557,SINNERS ESPORT,Team Spirit,6,4,3,2,22400,26050,22950,27550,21950,4800,full,full,153060,9,Team Spirit,2,0
251,"2dcf733686e46889",11,97420,102557,98700,103905,103775,109244,104223,109713,SINNERS ESPORT,Team Spirit,6,5,3,2,13150,39100,2600,27950,2400,13850,eco,full,99360,9,Team Spirit,2,0
252,"2dcf733686e46889",12,104223,109713,105503,111062,110023,115820,110567,116403,SINNERS ESPORT,Team Spirit,6,6,3,2,25800,43000,27150,29050,25450,8350,full,full,90742,9,Team Spirit,2,0
253,"2dcf733686e46889",13,110567,116403,123941,130487,127267,133987,127715,134455,SINNERS ESPORT,Team Spirit,6,7,2,3,4000,4000,4750,4350,3350,3550,pistol,pistol,261277,7,Team Spirit,3,0
254,"2dcf733686e46889",14,127715,134455,128995,135805,130945,137856,131393,138326,SINNERS ESPORT,Team Spirit,6,8,2,3,13450,21000,13700,24250,13100,20600,force-buy,full,50534,8,Team Spirit,3,0
255,"2dcf733686e46889",15,131393,138326,132673,139674,137017,144249,137465,144717,SINNERS ESPORT,Team Spirit,6,9,2,3,12350,19700,2100,26150,1700,4300,eco,full,88008,8,Team Spirit,3,0
256,"2dcf733686e46889",16,137465,144717,138745,146068,143209,150763,143657,151231,SINNERS ESPORT,Team Spirit,6,10,2,3,25450,34700,25700,30350,24700,10350,full,full,89836,8,Team Spirit,3,0
257,"2dcf733686e46889",17,143657,151231,144937,152581,150275,158201,150723,158669,SINNERS ESPORT,Team Spirit,7,10,2,3,18050,42950,11600,29650,11700,9100,semi,full,103565,1,SINNERS ESPORT,2,0
258,"2dcf733686e46889",18,150723,158669,152003,160019,160296,168744,160744,169212,SINNERS ESPORT,Team Spirit,8,10,2,3,25350,41400,27750,29800,11900,23900,full,full,149702,1,SINNERS ESPORT,2,0
259,"2dcf733686e46889",19,162728,171304,164008,172647,169550,178481,169998,178952,SINNERS ESPORT,Team Spirit,9,10,2,3,32450,27900,28050,29800,13600,22450,full,full,106641,9,SINNERS ESPORT,2,0
260,"2dcf733686e46889",20,169998,178952,171278,180299,179302,188745,179750,189213,SINNERS ESPORT,Team Spirit,9,11,2,3,36900,19450,27250,19800,20400,18800,full,force-buy,145512,7,Team Spirit,3,0
261,"2dcf733686e46889",21,179750,189213,181030,190564,186578,196403,187026,196871,SINNERS ESPORT,Team Spirit,9,12,2,3,30200,21500,27150,27900,26150,17500,full,full,106834,8,Team Spirit,3,0
262,"2dcf733686e46889",22,187026,196871,188306,198222,192699,202846,193147,203314,SINNERS ESPORT,Team Spirit,10,12,2,3,16350,23000,17900,30650,15800,11100,force-buy,full,88781,9,SINNERS ESPORT,2,0
263,"2dcf733686e46889",23,193147,203314,194427,204664,201574,212183,202022,212651,SINNERS ESPORT,Team Spirit,11,12,2,3,18300,20550,25700,21150,14700,19850,full,force-buy,131782,1,SINNERS ESPORT,2,0
264,"2dcf733686e46889",24,202022,212651,203302,214001,209952,220999,209952,220999,SINNERS ESPORT,Team Spirit,11,13,2,3,21900,18450,27750,16000,7900,10950,full,force-buy,124041,8,Team Spirit,3,0
283,a5f32090846c4a01,1,4805,5093,6084,6435,9705,10247,10153,10718,HEROIC Academy26,SashiEsport,0,1,3,2,0,0,4300,4200,3300,3400,eco,eco,76511,9,SashiEsport,2,0
284,a5f32090846c4a01,2,10153,10718,11433,12065,13752,14505,14200,14978,HEROIC Academy26,SashiEsport,0,2,3,2,10750,18650,1200,20550,200,17200,eco,full,56218,9,SashiEsport,2,0
285,a5f32090846c4a01,3,14200,14978,15480,16323,22840,24069,23288,24543,HEROIC Academy26,SashiEsport,1,2,3,2,22550,19800,23450,22450,21950,3100,full,full,134956,12,HEROIC Academy26,3,0
286,a5f32090846c4a01,4,23288,24543,24568,25887,27382,28847,27830,29320,HEROIC Academy26,SashiEsport,1,3,3,2,19050,22600,27600,25050,10700,20150,full,full,63893,9,SashiEsport,2,0
287,a5f32090846c4a01,5,27830,29320,29110,30665,36421,38358,36869,38833,HEROIC Academy26,SashiEsport,2,3,3,2,18400,20000,19150,27350,17850,6900,force-buy,full,134170,8,HEROIC Academy26,3,0
288,a5f32090846c4a01,6,36869,38833,38149,40176,43492,45801,43940,46271,HEROIC Academy26,SashiEsport,3,3,3,2,19550,20400,29700,8400,11600,7400,full,semi,103440,8,HEROIC Academy26,3,0
289,a5f32090846c4a01,7,46111,48560,47391,49901,52828,55628,53276,56096,HEROIC Academy26,SashiEsport,3,4,3,2,26950,22800,30850,21850,9600,20650,full,full,104925,9,SashiEsport,2,0
290,a5f32090846c4a01,8,53276,56096,54556,57446,63762,67133,64210,67602,HEROIC Academy26,SashiEsport,3,5,3,2,26550,19900,26350,24250,25350,16600,full,full,163845,1,SashiEsport,2,0
